EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,Position
96,142,60517918,30845,Candy,Spoon,L,False,Accounts Receivable Specialist,6-Aug-08,23-Sept-75,AW\candy-spoon,candy-spoon@adventureworks.com,920-555-0177,S,Candy Spoon,920-555-0177,False,F,2,$19.,61,50,True,False,Finance,
98,46,621209647,685233686,William,Vong,S,False,Scheduling Assistant,7-Aug-08,6-Jun-81,AW\william-vong,william-vong@adventureworks.com,148-555-0145,M,William Vong,148-555-0145,False,M,2,$16.,45,42,True,False,Production Control,
99,46,621209647,685233686,William,Vong,S,False,Scheduling Assistant,7-Aug-08,6-Jun-81,AW\william-vong,william-vong@adventureworks.com,148-555-0145,M,William Vong,148-555-0145,False,M,2,$16.,45,42,True,False,Production Control,
105,44,671089628,441044382,Dan,Bacon,K,False,Application Specialist,11-Aug-08,24-Jan-81,AW\dan-bacon,dan-bacon@adventureworks.com,166-555-0159,M,Dan Bacon,166-555-0159,True,M,2,$27.4038,72,56,True,False,Information Services,
106,143,231203233,184188301,David,Barber,M,False,Assistant to the Chief Financial Officer,12-Aug-08,20-Jan-64,SQLSERVER2017\LabUser,david-barber@adventureworks.com,477-555-0132,S,David Barber,477-555-0132,False,M,2,$13.4615,56,48,True,False,Finance,
109,7,767955365,24756624,Mary,Gibson,E,False,Marketing Specialist,12-Aug-08,13-Apr-62,AW\mary-gibson,mary-gibson@adventureworks.com,531-555-0183,M,Mary Gibson,531-555-0183,False,F,2,$14.4231,46,43,True,False,Marketing,
112,,295847284,,Ken,Sánchez,J,False,Chief Executive Officer,14-Aug-08,29-Aug-68,AW\ken-sanchez,ken-sanchez@adventureworks.com,697-555-0142,S,Ken Sánchez,697-555-0142,True,M,2,$125.5,99,69,True,False,Executive,
114,43,381772114,885055826,Mark,Harrington,L,False,Quality Assurance Technician,15-Aug-08,28-Nov-85,AW\mark-harrington,mark-harrington@adventureworks.com,147-555-0179,S,Mark Harrington,147-555-0179,False,M,2,$10.5769,83,61,True,False,Quality Assurance,
117,162,658797903,134969118,Gigi,Matthew,N,False,Research and Development Engineer,16-Aug-08,21-Aug-78,AW\gigi-matthew,gigi-matthew@adventureworks.com,185-555-0186,M,Gigi Matthew,185-555-0186,True,F,2,$40.8654,63,51,True,False,Research and Development,
120,44,643805155,441044382,François,Ajenstat,P,False,Database Administrator,17-Aug-08,13-Jun-80,AW\francois-ajenstat,francois-ajenstat@adventureworks.com,785-555-0110,S,François Ajenstat,785-555-0110,True,M,2,$38.4615,67,53,True,False,Information Services,
122,7,72636981,24756624,Jill,Williams,A,False,Marketing Specialist,18-Aug-08,16-Jan-79,AW\jill-williams,jill-williams@adventureworks.com,510-555-0121,M,Jill Williams,510-555-0121,False,F,2,$14.4231,47,43,True,False,Marketing,
124,87,584205124,521265716,Matthias,Berndt,T,False,Shipping and Receiving Clerk,20-Aug-08,11-Jun-73,AW\matthias-berndt,matthias-berndt@adventureworks.com,139-555-0120,M,Matthias Berndt,139-555-0120,False,M,2,$9.5,94,67,True,False,Shipping and Receiving,
130,92,242381745,345106466,Sean,Chai,N,False,Document Control Assistant,22-Aug-08,10-Oct-86,AW\sean-chai,sean-chai@adventureworks.com,205-555-0132,S,Sean Chai,205-555-0132,False,M,2,$10.25,78,59,True,False,Document Control,
131,44,929666391,441044382,Dan,Wilson,B,False,Database Administrator,22-Aug-08,6-Aug-75,AW\dan-wilson,dan-wilson@adventureworks.com,653-555-0144,M,Dan Wilson,653-555-0144,True,M,2,$38.4615,66,53,True,False,Information Services,
133,142,931190412,30845,Bryan,Walton,A,False,Accounts Receivable Specialist,24-Aug-08,20-Apr-84,AW\bryan-walton,bryan-walton@adventureworks.com,935-555-0199,S,Bryan Walton,935-555-0199,False,M,2,$19.,62,51,True,False,Finance,
135,46,981495526,685233686,Sairaj,Uddin,L,False,Scheduling Assistant,26-Aug-08,22-Jul-87,AW\sairaj-uddin,sairaj-uddin@adventureworks.com,500-555-0159,M,Sairaj Uddin,500-555-0159,False,M,2,$16.,46,43,True,False,Production Control,
142,143,30845,184188301,David,Liu,J,False,Accounts Manager,30-Aug-08,5-Feb-83,SQLSERVER2017\LabUser,david-liu@adventureworks.com,646-555-0185,M,David Liu,646-555-0185,True,M,2,$34.7356,57,48,True,False,Finance,
143,112,184188301,295847284,Laura,Norman,F,False,Chief Financial Officer,31-Aug-08,6-Aug-75,AW\laura-norman,laura-norman@adventureworks.com,615-555-0110,M,Laura Norman,615-555-0110,True,F,2,$60.0962,0,20,True,False,Executive,
144,112,184188301,295847284,Laura,Norman,F,False,Chief Financial Officer,31-Aug-08,6-Aug-75,AW\laura-norman,laura-norman@adventureworks.com,615-555-0110,M,Laura Norman,615-555-0110,True,F,2,$60.0962,0,20,True,False,Executive,
149,43,131471224,885055826,Andreas,Berglund,T,False,Quality Assurance Technician,2-Sept-08,26-Oct-88,AW\andreas-berglund,andreas-berglund@adventureworks.com,181-555-0124,M,Andreas Berglund,181-555-0124,False,M,2,$10.5769,84,62,True,False,Quality Assurance,
153,44,314747499,441044382,Ramesh,Meyyappan,V,False,Application Specialist,3-Sept-08,12-Oct-87,AW\ramesh-meyyappan,ramesh-meyyappan@adventureworks.com,182-555-0134,S,Ramesh Meyyappan,182-555-0134,True,M,2,$27.4038,73,56,True,False,Information Services,
154,44,858323870,441044382,Stephanie,Conroy,A,False,Network Manager,4-Sept-08,24-Oct-83,AW\stephanie-conroy,stephanie-conroy@adventureworks.com,594-555-0110,S,Stephanie Conroy,594-555-0110,True,F,2,$39.6635,68,54,True,False,Information Services,
158,32,416679555,535145551,Hao,Chen,O,False,Human Resources Administrative Assistant,6-Sept-08,15-Nov-76,AW\hao-chen,hao-chen@adventureworks.com,806-555-0136,S,Hao Chen,806-555-0136,False,M,2,$13.9423,52,46,True,False,Human Resources,
162,3,134969118,509647174,Dylan,Miller,A,False,Research and Development Manager,8-Sept-08,24-Sept-86,AW\dylan-miller,dylan-miller@adventureworks.com,181-555-0156,M,Dylan Miller,181-555-0156,True,M,2,$50.4808,61,50,True,False,Research and Development,
165,92,260770918,345106466,Karen,Berge,R,False,Document Control Assistant,9-Sept-08,25-Jul-75,AW\karen-berge,karen-berge@adventureworks.com,746-555-0164,M,Karen Berge,746-555-0164,False,F,2,$10.25,79,59,True,False,Document Control,
168,278,603686790,895209680,Mikael,Sandberg,Q,False,Buyer,10-Sept-08,17-Mar-84,AW\mikael-sandberg,mikael-sandberg@adventureworks.com,309-555-0170,S,Mikael Sandberg,309-555-0170,False,M,2,$18.2692,59,49,True,False,Purchasing,
170,142,663843431,30845,Dragan,Tomic,K,False,Accounts Payable Specialist,11-Sept-08,14-Sept-76,AW\dragan-tomic,dragan-tomic@adventureworks.com,117-555-0185,M,Dragan Tomic,117-555-0185,False,M,2,$19.,63,51,True,False,Finance,
174,46,470689086,685233686,Alan,Brewer,J,False,Scheduling Assistant,13-Sept-08,28-Oct-83,AW\alan-brewer,alan-brewer@adventureworks.com,438-555-0172,M,Alan Brewer,438-555-0172,False,M,2,$16.,47,43,True,False,Production Control,
180,44,58317344,441044382,Karen,Berg,A,False,Application Specialist,16-Sept-08,17-Dec-77,AW\karen-berg,karen-berg@adventureworks.com,654-555-0177,S,Karen Berg,654-555-0177,True,F,2,$27.4038,74,57,True,False,Information Services,
182,142,363910111,30845,Barbara,Moreland,C,False,Accountant,18-Sept-08,4-Aug-75,AW\barbara-moreland,barbara-moreland@adventureworks.com,822-555-0145,M,Barbara Moreland,822-555-0145,True,F,2,$26.4423,58,49,True,False,Finance,
192,154,672243793,858323870,Peter,Connelly,I,False,Network Administrator,23-Sept-08,27-Dec-79,AW\peter-connelly,peter-connelly@adventureworks.com,310-555-0133,S,Peter Connelly,310-555-0133,False,M,2,$32.4519,69,54,True,False,Information Services,
195,32,476980013,535145551,Grant,Culbertson,N,False,Human Resources Administrative Assistant,25-Sept-08,15-Nov-75,AW\grant-culbertson,grant-culbertson@adventureworks.com,955-555-0131,S,Grant Culbertson,955-555-0131,False,M,2,$13.9423,53,46,True,False,Human Resources,
202,278,792847334,895209680,Arvind,Rao,B,False,Buyer,28-Sept-08,21-Mar-74,AW\arvind-rao,arvind-rao@adventureworks.com,848-555-0163,M,Arvind Rao,848-555-0163,False,M,2,$18.2692,60,50,True,False,Purchasing,
204,23,398223854,277173473,Hazem,Abolrous,E,False,Quality Assurance Manager,28-Sept-08,26-May-77,AW\hazem-abolrous,hazem-abolrous@adventureworks.com,869-555-0125,S,Hazem Abolrous,869-555-0125,True,M,2,$28.8462,80,60,True,False,Quality Assurance,
205,142,519756660,30845,Janet,Sheperdigian,L,False,Accounts Payable Specialist,29-Sept-08,7-Oct-78,AW\janet-sheperdigian,janet-sheperdigian@adventureworks.com,393-555-0186,M,Janet Sheperdigian,393-555-0186,False,F,2,$19.,64,52,True,False,Finance,
207,7,243322160,24756624,Terry,Eminhizer,J,False,Marketing Specialist,30-Sept-08,4-Sept-85,AW\terry-eminhizer,terry-eminhizer@adventureworks.com,138-555-0118,M,Terry Eminhizer,138-555-0118,False,M,2,$14.4231,44,42,True,False,Marketing,
210,46,368691270,685233686,Brian,LaMee,P,False,Scheduling Assistant,1-Oct-08,11-Mar-84,AW\brian-lamee,brian-lamee@adventureworks.com,313-555-0196,M,Brian LaMee,313-555-0196,False,M,2,$16.,48,44,True,False,Production Control,
216,92,260805477,345106466,Chris,Norred,K,False,Control Specialist,4-Oct-08,24-Dec-86,AW\chris-norred,chris-norred@adventureworks.com,575-555-0126,M,Chris Norred,575-555-0126,False,M,2,$16.8269,75,57,True,False,Document Control,
220,142,480951955,30845,Mike,Seamans,K,False,Accountant,6-Oct-08,29-Jan-79,AW\mike-seamans,mike-seamans@adventureworks.com,927-555-0150,S,Mike Seamans,927-555-0150,True,M,2,$26.4423,59,49,True,False,Finance,
221,162,879342154,134969118,Michael,Raheem,,False,Research and Development Manager,1-Dec-08,30-Jun-84,AW\michael-raheem,michael-raheem@adventureworks.com,330-555-2568,M,Michael Raheem,330-555-2568,True,M,2,$42.4808,16,64,True,False,Research and Development,
222,152,141165819,519899904,Gary,Altman,E.,False,Facilities Manager,2-Jul-09,18-Sept-70,AW\gary-altman,gary-altman@adventureworks.com,110-555-0112,M,Gary Altman,110-555-0112,True,M,2,$24.0385,86,63,True,False,Facilities and Maintenance,
227,278,407505660,895209680,Linda,Meisner,P,False,Buyer,17-Jul-09,30-Jun-70,AW\linda-meisner,linda-meisner@adventureworks.com,916-555-0165,M,Linda Meisner,916-555-0165,False,F,2,$18.2692,56,48,True,False,Purchasing,
229,222,552560652,141165819,Magnus,Hedlund,E,False,Facilities Administrative Assistant,21-Jul-09,27-Mar-71,AW\magnus-hedlund,magnus-hedlund@adventureworks.com,583-555-0182,M,Magnus Hedlund,583-555-0182,False,M,2,$9.75,87,63,True,False,Facilities and Maintenance,
235,278,482810518,895209680,Fukiko,Ogisu,J,False,Buyer,4-Aug-09,24-Jun-70,AW\fukiko-ogisu,fukiko-ogisu@adventureworks.com,520-555-0177,M,Fukiko Ogisu,520-555-0177,False,M,2,$18.2692,57,48,True,False,Purchasing,
237,278,466142721,895209680,Gordon,Hee,L,False,Buyer,11-Aug-09,29-Jun-42,AW\gordon-hee,gordon-hee@adventureworks.com,230-555-0144,M,Gordon Hee,230-555-0144,False,M,2,$18.2692,52,46,True,False,Purchasing,
242,278,367453993,895209680,Frank,Pellow,S,False,Buyer,23-Aug-09,11-Dec-51,AW\frank-pellow,frank-pellow@adventureworks.com,163-555-0147,M,Frank Pellow,163-555-0147,False,M,2,$18.2692,58,49,True,False,Purchasing,
245,278,381073001,895209680,Eric,Kurjan,S,False,Buyer,27-Aug-09,17-Apr-72,AW\eric-kurjan,eric-kurjan@adventureworks.com,265-555-0195,S,Eric Kurjan,265-555-0195,False,M,2,$18.2692,54,47,True,False,Purchasing,
248,278,785853949,895209680,Erin,Hagens,M,False,Buyer,31-Aug-09,4-Aug-70,AW\erin-hagens,erin-hagens@adventureworks.com,842-555-0158,S,Erin Hagens,842-555-0158,False,F,2,$18.2692,53,46,True,False,Purchasing,
257,43,343861179,885055826,Sootha,Charncherngkha,T,False,Quality Assurance Technician,23-Sept-09,5-Jul-42,AW\sootha-charncherngkha,sootha-charncherngkha@adventureworks.com,325-555-0137,M,Sootha Charncherngkha,325-555-0137,False,M,2,$10.5769,85,62,True,False,Quality Assurance,
265,278,20269531,895209680,Ben,Miller,T,False,Buyer,7-Oct-09,1-Jan-73,AW\ben-miller,ben-miller@adventureworks.com,151-555-0113,M,Ben Miller,151-555-0113,False,M,2,$18.2692,55,47,True,False,Purchasing,
267,3,974026903,509647174,Ovidiu,Cracium,V,False,Senior Tool Designer,5-Jul-10,17-Aug-77,AW\ovidiu-cracium,ovidiu-cracium@adventureworks.com,719-555-0181,S,Ovidiu Cracium,719-555-0181,False,M,2,$28.8462,7,23,True,False,Tool Design,
268,278,437296311,895209680,Annette,Hill,L,False,Purchasing Assistant,6-Jul-10,29-Aug-77,AW\annette-hill,annette-hill@adventureworks.com,125-555-0196,M,Annette Hill,125-555-0196,False,F,2,$12.75,50,45,True,False,Purchasing,
269,267,486228782,974026903,Janice,Galvin,M,False,Tool Designer,23-Jul-10,26-Dec-88,AW\janice-galvin,janice-galvin@adventureworks.com,473-555-0117,M,Janice Galvin,473-555-0117,False,F,2,$25.,8,24,True,False,Tool Design,
270,278,280633567,895209680,Reinout,Hillmann,N,False,Purchasing Assistant,25-Jul-10,17-Aug-77,AW\reinout-hillmann,reinout-hillmann@adventureworks.com,370-555-0163,M,Reinout Hillmann,370-555-0163,False,M,2,$12.75,51,45,True,False,Purchasing,
271,3,42487730,509647174,Michael,Sullivan,I,False,Senior Design Engineer,30-Jul-10,14-Jan-79,AW\michael-sullivan,michael-sullivan@adventureworks.com,465-555-0156,S,Michael Sullivan,465-555-0156,True,M,2,$36.0577,3,21,True,False,Engineering,
273,7,323403273,24756624,Wanida,Benshoof,M,False,Marketing Assistant,7-Aug-10,15-Oct-74,AW\wanida-benshoof,wanida-benshoof@adventureworks.com,708-555-0141,M,Wanida Benshoof,708-555-0141,False,F,2,$13.4615,41,40,True,False,Marketing,
274,3,56920285,509647174,Sharon,Salavaria,B,False,Design Engineer,18-Aug-10,30-Nov-60,AW\sharon-salavaria,sharon-salavaria@adventureworks.com,970-555-0138,M,Sharon Salavaria,970-555-0138,True,F,2,$32.6923,4,22,True,False,Engineering,
275,7,222969461,24756624,John,Wood,L,False,Marketing Specialist,7-Sept-10,4-Oct-77,AW\john-wood,john-wood@adventureworks.com,486-555-0150,S,John Wood,486-555-0150,False,M,2,$14.4231,48,44,True,False,Marketing,
276,7,52541318,24756624,Mary,Dempsey,A,False,Marketing Assistant,14-Sept-10,29-Aug-77,AW\mary-dempsey,mary-dempsey@adventureworks.com,124-555-0114,S,Mary Dempsey,124-555-0114,False,F,2,$13.4615,43,41,True,False,Marketing,
278,73,895209680,121491555,Sheela,Word,H,False,Purchasing Manager,25-Sept-10,10-Sept-77,AW\sheela-word,sheela-word@adventureworks.com,210-555-0193,S,Sheela Word,210-555-0193,True,F,2,$30.,49,44,True,False,Purchasing,
279,73,895209680,121491555,Sheela,Word,H,False,Purchasing Manager,25-Sept-10,10-Sept-77,AW\sheela-word,sheela-word@adventureworks.com,210-555-0193,S,Sheela Word,210-555-0193,True,F,2,$30.,49,44,True,False,Purchasing,
280,73,895209680,121491555,Sheela,Word,H,False,Purchasing Manager,25-Sept-10,10-Sept-77,AW\sheela-word,sheela-word@adventureworks.com,210-555-0193,S,Sheela Word,210-555-0193,True,F,2,$30.,49,44,True,False,Purchasing,
272,277,502097814,112432117,Stephen,Jiang,Y,False,North American Sales Manager,4-Aug-10,17-May-51,AW\stephen-jiang,stephen-jiang@adventureworks.com,238-555-0197,M,Stephen Jiang,238-555-0197,True,M,2,$48.101,14,27,True,True,Sales,Sales Manager
277,277,112432117,112432117,Brian,Welcker,S,False,Director of Sales,15-Sept-10,4-Jan-77,AW\brian-welcker,brian-welcker@adventureworks.com,716-555-0127,S,Brian Welcker,716-555-0127,True,M,2,$72.1154,10,25,True,True,Sales,Sales Director
281,272,841560125,502097814,Michael,Blythe,G,False,Sales Representative,29-Dec-10,25-Jul-68,AW\michael-blythe,michael-blythe@adventureworks.com,257-555-0154,S,Michael Blythe,257-555-0154,True,M,2,$23.0769,38,39,True,True,Sales,Sales Representative
282,272,191644724,502097814,Linda,Mitchell,C,False,Sales Representative,29-Dec-10,27-Sept-79,AW\linda-mitchell,linda-mitchell@adventureworks.com,883-555-0116,M,Linda Mitchell,883-555-0116,True,F,2,$23.0769,27,33,True,True,Sales,Sales Representative
283,272,615389812,502097814,Jillian,Carson,,False,Sales Representative,29-Dec-10,29-Mar-62,AW\jillian-carson,jillian-carson@adventureworks.com,517-555-0117,S,Jillian Carson,517-555-0117,True,F,2,$23.0769,24,32,True,True,Sales,Sales Representative
284,272,234474252,502097814,Garrett,Vargas,R,False,Sales Representative,29-Dec-10,4-Sept-74,AW\garrett-vargas,garrett-vargas@adventureworks.com,922-555-0165,M,Garrett Vargas,922-555-0165,True,M,2,$23.0769,33,36,True,True,Sales,Sales Representative
285,272,716374314,502097814,Tsvi,Reiter,Michael,False,Sales Representative,29-Dec-10,18-Aug-73,AW\tsvi-reiter,tsvi-reiter@adventureworks.com,664-555-0112,M,Tsvi Reiter,664-555-0112,True,M,2,$23.0769,29,34,True,True,Sales,Sales Representative
286,272,61161660,502097814,Pamela,Ansman-Wolfe,O,False,Sales Representative,29-Dec-10,6-Jul-74,AW\pamela-ansman-wolfe,pamela-ansman-wolfe@adventureworks.com,340-555-0193,S,Pamela Ansman-Wolfe,340-555-0193,True,F,2,$23.0769,22,31,True,True,Sales,Sales Representative
287,272,139397894,502097814,Shu,Ito,K,False,Sales Representative,29-Dec-10,8-Oct-43,AW\shu-ito,shu-ito@adventureworks.com,330-555-0120,M,Shu Ito,330-555-0120,True,M,2,$23.0769,26,33,True,True,Sales,Sales Representative
288,272,399771412,502097814,José,Saraiva,Edvaldo,False,Sales Representative,29-Dec-10,11-Jul-39,AW\jose-saraiva,jose-saraiva@adventureworks.com,185-555-0169,M,José Saraiva,185-555-0169,True,M,2,$23.0769,31,35,True,True,Sales,Sales Representative
289,272,987554265,502097814,David,Campbell,R,False,Sales Representative,29-Dec-10,11-Sept-73,AW\david.campbell,david-campbell@adventureworks.com,740-555-0182,S,David Campbell,740-555-0182,True,M,2,$23.0769,23,31,True,True,Sales,Sales Representative
290,277,982310417,112432117,Amy,Alberts,E,False,European Sales Manager,15-Nov-11,20-Apr-57,AW\amy-alberts,amy-alberts@adventureworks.com,775-555-0164,M,Amy Alberts,775-555-0164,True,F,2,$48.101,21,30,True,True,Sales,Sales Manager
291,290,668991357,982310417,Jae,Pak,B,False,Sales Representative,29-Dec-11,16-Oct-67,AW\jae-pak,jae-pak@adventureworks.com,1 (11) 500 555-0145,M,Jae Pak,1 (11) 500 555-0145,True,F,2,$23.0769,37,38,True,True,Sales,Sales Representative
292,290,134219713,982310417,Ranjit,Varkey Chudukatil,R,False,Sales Representative,29-Dec-11,30-Apr-75,AW\ranjit-varkey-chudukatil,ranjit-varkey-chudukatil@adventureworks.com,1 (11) 500 555-0117,S,Ranjit Varkey Chudukatil,1 (11) 500 555-0117,True,M,2,$23.0769,34,37,True,True,Sales,Sales Representative
293,272,90836195,502097814,Tete,Mensa-Annan,A,False,Sales Representative,30-Apr-12,5-Aug-77,AW\tete-mensa-annan,tete-mensa-annan@adventureworks.com,615-555-0153,M,Tete Mensa-Annan,615-555-0153,True,M,2,$23.0769,39,39,True,True,Sales,Sales Representative
294,277,481044938,112432117,Syed,Abbas,E,False,Pacific Sales Manager,12-Oct-12,11-Aug-74,AW\syed-abbas,syed-abbas@adventureworks.com,926-555-0182,M,Syed Abbas,926-555-0182,True,M,2,$48.101,20,30,True,True,Sales,Sales Manager
295,290,954276278,982310417,Rachel,Valdez,B,False,Sales Representative,28-Dec-12,6-Feb-75,AW\rachel-valdez,rachel-valdez@adventureworks.com,1 (11) 500 555-0140,S,Rachel Valdez,1 (11) 500 555-0140,True,F,2,$23.0769,35,37,True,True,Sales,Sales Representative
296,294,758596752,481044938,Lynn,Tsoflias,N,False,Sales Representative,28-Dec-12,16-Oct-70,AW\lynn-tsoflias,lynn-tsoflias@adventureworks.com,1 (11) 500 555-0190,S,Lynn Tsoflias,1 (11) 500 555-0190,True,F,2,$23.0769,36,38,True,True,Sales,Sales Representative
